,Item_Identifier,Item_Type,Physical_Product_Name
4445,FDR11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4446,DRG36,Soft Drinks,"Cola, Lemonade, Orange Juice"
4447,DRD37,Soft Drinks,"Cola, Lemonade, Orange Juice"
4448,FDX03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4449,FDU46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4450,FDV03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4451,FDZ37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4452,FDI24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4453,FDX33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4454,FDG47,Starchy Foods,"Rice, Pasta, Potatoes"
4455,FDZ57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4456,FDT04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4457,FDO49,Breakfast,"Oats, Cornflakes, Granola"
4458,NCB43,Household,"Detergent, Dish Soap, Paper Towels"
4459,NCL53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4460,FDM01,Breakfast,"Oats, Cornflakes, Granola"
4461,FDO12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4462,FDO13,Breakfast,"Oats, Cornflakes, Granola"
4463,FDI04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4464,NCK05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4465,FDP28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4466,FDJ44,Fruits and Vegetables,"Apples, Carrots, Spinach"
4467,FDS25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4468,FDC02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4469,FDT23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4470,NCD31,Household,"Detergent, Dish Soap, Paper Towels"
4471,FDV19,Fruits and Vegetables,"Apples, Carrots, Spinach"
4472,NCQ30,Household,"Detergent, Dish Soap, Paper Towels"
4473,NCD18,Household,"Detergent, Dish Soap, Paper Towels"
4474,FDL10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4475,FDX20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4476,FDM32,Fruits and Vegetables,"Apples, Carrots, Spinach"
4477,FDR09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4478,FDL34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4479,NCK42,Household,"Detergent, Dish Soap, Paper Towels"
4480,FDU23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4481,DRI01,Soft Drinks,"Cola, Lemonade, Orange Juice"
4482,FDG16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4483,FDY56,Fruits and Vegetables,"Apples, Carrots, Spinach"
4484,FDO24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4485,NCV29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4486,FDQ48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4487,FDU15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4488,FDS47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4489,FDO50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4490,FDW48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4491,FDV20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4492,FDW47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4493,FDA07,Fruits and Vegetables,"Apples, Carrots, Spinach"
4494,FDZ16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4495,FDN09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4496,FDB50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4497,NCL06,Household,"Detergent, Dish Soap, Paper Towels"
4498,DRG03,Dairy,"Milk, Butter, Cheese"
4499,DRM59,Hard Drinks,"Whiskey, Vodka, Rum"
4500,FDU25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4501,NCU42,Household,"Detergent, Dish Soap, Paper Towels"
4502,FDH21,Seafood,"Salmon, Shrimp, Tuna"
4503,DRO47,Hard Drinks,"Whiskey, Vodka, Rum"
4504,FDC44,Fruits and Vegetables,"Apples, Carrots, Spinach"
4505,NCL29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4506,FDL48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4507,FDJ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4508,FDT40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4509,NCD43,Household,"Detergent, Dish Soap, Paper Towels"
4510,FDM28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4511,FDR35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4512,NCP17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4513,FDT23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4514,FDX15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4515,NCU42,Household,"Detergent, Dish Soap, Paper Towels"
4516,FDV23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4517,FDY34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4518,FDE16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4519,FDV60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4520,FDQ44,Fruits and Vegetables,"Apples, Carrots, Spinach"
4521,FDZ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4522,FDW36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4523,NCZ30,Household,"Detergent, Dish Soap, Paper Towels"
4524,FDL09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4525,FDE05,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4526,DRO35,Hard Drinks,"Whiskey, Vodka, Rum"
4527,FDN60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4528,NCZ29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4529,FDX08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4530,FDZ16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4531,DRL37,Soft Drinks,"Cola, Lemonade, Orange Juice"
4532,FDL21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4533,FDW10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4534,FDB53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4535,DRM49,Soft Drinks,"Cola, Lemonade, Orange Juice"
4536,NCD06,Household,"Detergent, Dish Soap, Paper Towels"
4537,FDN10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4538,FDS13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4539,FDH38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4540,FDY21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4541,FDT60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4542,DRZ24,Soft Drinks,"Cola, Lemonade, Orange Juice"
4543,FDW56,Fruits and Vegetables,"Apples, Carrots, Spinach"
4544,FDG57,Fruits and Vegetables,"Apples, Carrots, Spinach"
4545,FDY14,Dairy,"Milk, Butter, Cheese"
4546,FDS19,Fruits and Vegetables,"Apples, Carrots, Spinach"
4547,FDX01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4548,FDV32,Fruits and Vegetables,"Apples, Carrots, Spinach"
4549,DRI39,Dairy,"Milk, Butter, Cheese"
4550,NCU05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4551,NCA29,Household,"Detergent, Dish Soap, Paper Towels"
4552,FDO10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4553,DRL47,Hard Drinks,"Whiskey, Vodka, Rum"
4554,FDA50,Dairy,"Milk, Butter, Cheese"
4555,FDU23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4556,FDR27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4557,DRH36,Soft Drinks,"Cola, Lemonade, Orange Juice"
4558,FDZ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4559,FDQ40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4560,FDB17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4561,FDQ16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4562,FDG09,Fruits and Vegetables,"Apples, Carrots, Spinach"
4563,DRI59,Hard Drinks,"Whiskey, Vodka, Rum"
4564,FDH47,Starchy Foods,"Rice, Pasta, Potatoes"
4565,FDA21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4566,NCO05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4567,NCL31,Others,Miscellaneous Grocery Items
4568,NCH42,Household,"Detergent, Dish Soap, Paper Towels"
4569,FDG57,Fruits and Vegetables,"Apples, Carrots, Spinach"
4570,NCQ50,Household,"Detergent, Dish Soap, Paper Towels"
4571,FDK24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4572,DRG39,Dairy,"Milk, Butter, Cheese"
4573,FDX46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4574,FDY01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4575,FDJ40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4576,FDS01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4577,FDJ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4578,FDT49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4579,FDW50,Dairy,"Milk, Butter, Cheese"
4580,FDV39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4581,FDY36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4582,NCE18,Household,"Detergent, Dish Soap, Paper Towels"
4583,FDB05,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4584,FDK14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4585,FDP10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4586,FDC45,Fruits and Vegetables,"Apples, Carrots, Spinach"
4587,FDS48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4588,FDX04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4589,FDQ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4590,FDU13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4591,NCR53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4592,FDN49,Breakfast,"Oats, Cornflakes, Granola"
4593,FDR31,Fruits and Vegetables,"Apples, Carrots, Spinach"
4594,DRI03,Dairy,"Milk, Butter, Cheese"
4595,FDL58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4596,NCJ05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4597,FDS10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4598,FDK34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4599,FDW48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4600,FDE08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4601,NCH06,Household,"Detergent, Dish Soap, Paper Towels"
4602,FDV08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4603,FDQ15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4604,FDL56,Fruits and Vegetables,"Apples, Carrots, Spinach"
4605,DRC12,Soft Drinks,"Cola, Lemonade, Orange Juice"
4606,FDX49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4607,FDJ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4608,FDN23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4609,DRD01,Soft Drinks,"Cola, Lemonade, Orange Juice"
4610,FDS43,Fruits and Vegetables,"Apples, Carrots, Spinach"
4611,FDY48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4612,FDU12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4613,FDX33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4614,FDH45,Fruits and Vegetables,"Apples, Carrots, Spinach"
4615,FDJ10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4616,FDX32,Fruits and Vegetables,"Apples, Carrots, Spinach"
4617,DRG51,Dairy,"Milk, Butter, Cheese"
4618,NCB31,Household,"Detergent, Dish Soap, Paper Towels"
4619,FDW47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4620,FDT20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4621,FDI34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4622,FDH56,Fruits and Vegetables,"Apples, Carrots, Spinach"
4623,DRJ47,Hard Drinks,"Whiskey, Vodka, Rum"
4624,FDP04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4625,NCZ06,Household,"Detergent, Dish Soap, Paper Towels"
4626,FDY37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4627,FDO46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4628,FDI10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4629,NCT42,Household,"Detergent, Dish Soap, Paper Towels"
4630,FDE29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4631,FDQ11,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4632,FDS20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4633,FDR26,Dairy,"Milk, Butter, Cheese"
4634,NCH43,Household,"Detergent, Dish Soap, Paper Towels"
4635,FDO25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4636,FDB40,Dairy,"Milk, Butter, Cheese"
4637,FDB14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4638,FDW23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4639,FDZ23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4640,FDX35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4641,FDX24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4642,DRG15,Dairy,"Milk, Butter, Cheese"
4643,FDY60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4644,FDK02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4645,FDK24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4646,NCA05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4647,FDN33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4648,FDA09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4649,FDK50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4650,NCE55,Household,"Detergent, Dish Soap, Paper Towels"
4651,FDG12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4652,FDC37,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4653,DRG15,Dairy,"Milk, Butter, Cheese"
4654,FDQ58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4655,FDQ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4656,FDR46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4657,FDC50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4658,FDJ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4659,NCC18,Household,"Detergent, Dish Soap, Paper Towels"
4660,FDL04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4661,FDH48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4662,FDD38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4663,FDT47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4664,FDE41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4665,FDH19,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4666,FDW26,Dairy,"Milk, Butter, Cheese"
4667,FDW35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4668,FDQ55,Fruits and Vegetables,"Apples, Carrots, Spinach"
4669,FDV22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4670,NCN29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4671,FDQ26,Dairy,"Milk, Butter, Cheese"
4672,FDV24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4673,FDG50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4674,NCF42,Household,"Detergent, Dish Soap, Paper Towels"
4675,FDT46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4676,DRE49,Soft Drinks,"Cola, Lemonade, Orange Juice"
4677,FDV56,Fruits and Vegetables,"Apples, Carrots, Spinach"
4678,FDD32,Fruits and Vegetables,"Apples, Carrots, Spinach"
4679,NCN19,Others,Miscellaneous Grocery Items
4680,FDQ48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4681,FDW34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4682,NCS38,Household,"Detergent, Dish Soap, Paper Towels"
4683,FDL58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4684,FDY59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4685,FDZ03,Dairy,"Milk, Butter, Cheese"
4686,FDP60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4687,NCI30,Household,"Detergent, Dish Soap, Paper Towels"
4688,FDO03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4689,FDZ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4690,FDQ31,Fruits and Vegetables,"Apples, Carrots, Spinach"
4691,FDY03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4692,FDW45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4693,NCO41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4694,FDK16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4695,FDZ16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4696,NCD18,Household,"Detergent, Dish Soap, Paper Towels"
4697,FDF52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4698,FDF09,Fruits and Vegetables,"Apples, Carrots, Spinach"
4699,FDW43,Fruits and Vegetables,"Apples, Carrots, Spinach"
4700,FDU19,Fruits and Vegetables,"Apples, Carrots, Spinach"
4701,FDA50,Dairy,"Milk, Butter, Cheese"
4702,FDS48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4703,NCH07,Household,"Detergent, Dish Soap, Paper Towels"
4704,NCK54,Household,"Detergent, Dish Soap, Paper Towels"
4705,FDD53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4706,FDV58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4707,FDI08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4708,FDD08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4709,FDX34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4710,FDX55,Fruits and Vegetables,"Apples, Carrots, Spinach"
4711,NCS05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4712,FDL04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4713,FDJ53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4714,FDB47,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4715,NCS29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4716,FDB33,Fruits and Vegetables,"Apples, Carrots, Spinach"
4717,FDL52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4718,FDB03,Dairy,"Milk, Butter, Cheese"
4719,FDW20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4720,FDT10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4721,FDK04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4722,NCL07,Others,Miscellaneous Grocery Items
4723,FDZ31,Fruits and Vegetables,"Apples, Carrots, Spinach"
4724,FDE45,Fruits and Vegetables,"Apples, Carrots, Spinach"
4725,NCK54,Household,"Detergent, Dish Soap, Paper Towels"
4726,DRE15,Dairy,"Milk, Butter, Cheese"
4727,NCQ38,Others,Miscellaneous Grocery Items
4728,FDB08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4729,DRF49,Soft Drinks,"Cola, Lemonade, Orange Juice"
4730,DRC27,Dairy,"Milk, Butter, Cheese"
4731,FDB37,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4732,FDS35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4733,FDE47,Starchy Foods,"Rice, Pasta, Potatoes"
4734,NCT53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4735,FDL14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4736,FDP21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4737,NCV54,Household,"Detergent, Dish Soap, Paper Towels"
4738,NCO41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4739,FDQ59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4740,FDQ01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4741,FDQ48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4742,FDP09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4743,FDK55,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4744,NCJ43,Household,"Detergent, Dish Soap, Paper Towels"
4745,FDI07,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4746,NCW41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4747,FDG33,Seafood,"Salmon, Shrimp, Tuna"
4748,NCO05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4749,FDH53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4750,FDR49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4751,FDF33,Seafood,"Salmon, Shrimp, Tuna"
4752,FDQ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4753,FDZ38,Dairy,"Milk, Butter, Cheese"
4754,FDV52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4755,FDM50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4756,FDV60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4757,FDG60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4758,FDN13,Breakfast,"Oats, Cornflakes, Granola"
4759,DRN59,Hard Drinks,"Whiskey, Vodka, Rum"
4760,FDU02,Dairy,"Milk, Butter, Cheese"
4761,FDZ58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4762,NCQ38,Others,Miscellaneous Grocery Items
4763,FDF39,Dairy,"Milk, Butter, Cheese"
4764,FDT03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4765,FDN09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4766,FDJ02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4767,FDN44,Fruits and Vegetables,"Apples, Carrots, Spinach"
4768,FDQ34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4769,FDX31,Fruits and Vegetables,"Apples, Carrots, Spinach"
4770,NCH55,Household,"Detergent, Dish Soap, Paper Towels"
4771,DRM47,Hard Drinks,"Whiskey, Vodka, Rum"
4772,DRL01,Soft Drinks,"Cola, Lemonade, Orange Juice"
4773,FDO12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4774,NCK30,Household,"Detergent, Dish Soap, Paper Towels"
4775,FDP16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4776,NCG06,Household,"Detergent, Dish Soap, Paper Towels"
4777,FDX36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
4778,FDT09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4779,FDF08,Fruits and Vegetables,"Apples, Carrots, Spinach"
4780,FDA43,Fruits and Vegetables,"Apples, Carrots, Spinach"
4781,NCN06,Household,"Detergent, Dish Soap, Paper Towels"
4782,DRF15,Dairy,"Milk, Butter, Cheese"
4783,NCX05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4784,FDM21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4785,NCG54,Household,"Detergent, Dish Soap, Paper Towels"
4786,FDD26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4787,FDU23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4788,FDO37,Breakfast,"Oats, Cornflakes, Granola"
4789,FDP19,Fruits and Vegetables,"Apples, Carrots, Spinach"
4790,FDT13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4791,FDY07,Fruits and Vegetables,"Apples, Carrots, Spinach"
4792,DRI47,Hard Drinks,"Whiskey, Vodka, Rum"
4793,NCW42,Household,"Detergent, Dish Soap, Paper Towels"
4794,NCQ50,Household,"Detergent, Dish Soap, Paper Towels"
4795,FDQ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4796,FDI20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4797,NCP05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
4798,FDH02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4799,FDH45,Fruits and Vegetables,"Apples, Carrots, Spinach"
4800,DRG49,Soft Drinks,"Cola, Lemonade, Orange Juice"
4801,FDA37,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4802,FDS13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
4803,NCW42,Household,"Detergent, Dish Soap, Paper Towels"
4804,FDK15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4805,FDX51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4806,FDJ20,Fruits and Vegetables,"Apples, Carrots, Spinach"
4807,DRK59,Hard Drinks,"Whiskey, Vodka, Rum"
4808,FDL45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4809,FDH41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4810,FDD05,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
4811,FDZ39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4812,FDY35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
4813,NCE06,Household,"Detergent, Dish Soap, Paper Towels"
4814,FDE57,Fruits and Vegetables,"Apples, Carrots, Spinach"
4815,FDD33,Fruits and Vegetables,"Apples, Carrots, Spinach"
4816,FDQ10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
4817,FDN15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
4818,FDS50,Dairy,"Milk, Butter, Cheese"
4819,FDX21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
